시도,시군구,발생년도,2014년,2014년,2015년,2015년,2016년,2016년,2017년,2017년,2018년,2018년
강원,삼척시,사고건수,32,19,28,36,34,43,32,40,41,46
강원,삼척시,사망자수,2,1,0,0,1,1,0,3,1,2
강원,삼척시,부상자수,48,33,53,75,51,83,49,69,63,66
강원,홍천군,사고건수,24,19,29,15,27,36,31,27,32,36
강원,홍천군,사망자수,1,2,2,2,1,2,3,2,0,4
강원,홍천군,부상자수,40,30,42,23,31,54,47,36,46,53
강원,횡성군,사고건수,12,12,14,21,20,23,15,15,14,17
강원,횡성군,사망자수,0,2,1,3,0,1,1,0,1,4
강원,횡성군,부상자수,28,15,24,35,36,32,41,27,26,15
강원,영월군,사고건수,17,11,10,15,12,22,16,17,21,24
강원,영월군,사망자수,2,0,2,1,1,2,0,0,2,2
강원,영월군,부상자수,20,17,13,24,22,34,22,28,41,40
강원,평창군,사고건수,16,17,7,12,15,28,21,27,8,28
강원,평창군,사망자수,0,4,1,0,0,0,1,4,1,1
강원,평창군,부상자수,34,47,12,19,29,48,54,52,18,46
강원,정선군,사고건수,11,6,20,3,7,14,16,8,12,8
강원,정선군,사망자수,1,0,1,0,0,5,0,1,1,2
강원,정선군,부상자수,17,8,38,4,11,25,27,9,21,12
강원,철원군,사고건수,9,12,15,18,13,18,11,20,14,16
강원,철원군,사망자수,2,1,0,2,0,1,0,3,0,1
강원,철원군,부상자수,12,17,21,33,22,27,15,26,24,21
강원,화천군,사고건수,4,5,3,5,4,10,5,11,8,5
강원,화천군,사망자수,1,1,0,1,0,2,0,0,0,1
강원,화천군,부상자수,3,11,3,7,4,11,8,17,10,5
강원,양구군,사고건수,5,5,4,6,2,7,10,13,4,8
강원,양구군,사망자수,2,0,0,0,0,0,1,0,1,2
강원,양구군,부상자수,7,19,7,7,3,11,14,23,5,10
강원,인제군,사고건수,3,8,7,10,15,11,6,14,2,10
강원,인제군,사망자수,1,0,0,2,0,1,0,2,0,1
강원,인제군,부상자수,5,18,33,20,24,16,10,26,5,15
강원,고성군,사고건수,12,7,11,21,15,10,10,6,13,15
강원,고성군,사망자수,1,1,1,4,1,0,0,0,2,3
강원,고성군,부상자수,20,6,20,29,23,22,16,7,21,26
강원,양양군,사고건수,13,8,26,14,9,10,16,13,18,13
강원,양양군,사망자수,0,0,2,0,0,1,0,1,1,2
강원,양양군,부상자수,37,14,39,24,10,17,25,22,23,24
충북,청주시,사고건수,169,142,210,176,225,218,305,212,336,289
충북,청주시,사망자수,5,3,3,5,1,4,7,4,8,9
충북,청주시,부상자수,271,231,321,267,371,308,474,306,567,464
충북,충주시,사고건수,80,74,78,94,86,90,90,99,86,96
충북,충주시,사망자수,2,7,14,6,5,8,4,3,8,2
충북,충주시,부상자수,125,111,121,139,124,162,128,142,144,140
충북,제천시,사고건수,56,53,50,56,67,78,70,74,74,92
충북,제천시,사망자수,2,2,1,2,2,2,0,1,3,3
충북,제천시,부상자수,97,86,94,85,120,128,119,116,124,172
충북,청원군,사고건수,17,22,-,-,-,-,-,-,-,-
충북,청원군,사망자수,3,2,-,-,-,-,-,-,-,-
충북,청원군,부상자수,16,31,-,-,-,-,-,-,-,-
충북,보은군,사고건수,10,21,7,17,11,20,16,17,18,29
충북,보은군,사망자수,0,5,0,2,0,2,3,3,0,0
충북,보은군,부상자수,13,20,12,25,27,26,26,20,28,40
충북,옥천군,사고건수,13,21,20,29,24,25,30,26,26,30
충북,옥천군,사망자수,2,2,1,3,0,1,1,2,1,1
충북,옥천군,부상자수,23,27,26,41,34,32,43,36,42,38
충북,영동군,사고건수,15,22,17,20,25,14,20,23,21,23
충북,영동군,사망자수,1,4,3,0,3,1,0,2,0,3
충북,영동군,부상자수,20,31,16,29,35,16,28,32,23,26
충북,진천군,사고건수,14,20,25,26,23,32,33,30,33,35
충북,진천군,사망자수,0,1,1,0,1,4,1,0,1,1
충북,진천군,부상자수,17,28,39,38,30,40,57,43,49,44
충북,괴산군,사고건수,11,21,16,16,13,27,18,15,19,42
충북,괴산군,사망자수,1,1,1,5,1,2,3,0,1,5
충북,괴산군,부상자수,13,28,37,17,15,34,24,29,34,59
충북,음성군,사고건수,26,35,35,30,36,39,39,36,63,50
충북,음성군,사망자수,1,3,5,3,1,5,4,4,1,0
충북,음성군,부상자수,41,64,55,45,59,63,63,54,98,95
충북,단양군,사고건수,18,10,12,15,6,12,16,14,11,15
충북,단양군,사망자수,1,0,2,0,0,1,0,0,0,1
충북,단양군,부상자수,39,20,14,21,14,21,27,20,13,22
충북,증평군,사고건수,16,14,13,19,18,18,11,10,20,16
충북,증평군,사망자수,1,0,0,2,0,0,0,0,0,0
충북,증평군,부상자수,26,20,22,23,27,26,18,20,35,22
충남,천안시,사고건수,84,54,86,61,91,90,123,91,129,116
충남,천안시,사망자수,2,3,4,6,0,4,4,4,4,6
충남,천안시,부상자수,117,76,160,71,142,124,158,123,191,152
충남,아산시,사고건수,26,24,47,34,57,55,53,47,47,34
충남,아산시,사망자수,2,4,4,1,1,4,4,7,4,4
충남,아산시,부상자수,45,32,64,42,70,60,79,62,63,43
충남,보령시,사고건수,30,23,38,51,32,42,43,41,31,26
충남,보령시,사망자수,3,3,1,6,3,4,1,6,0,1
충남,보령시,부상자수,47,25,63,67,56,57,59,51,44,42
충남,공주시,사고건수,22,25,23,33,31,33,52,49,54,61
충남,공주시,사망자수,1,4,2,3,1,3,1,1,2,5
충남,공주시,부상자수,24,29,33,35,53,38,106,83,99,83
충남,서산시,사고건수,33,46,38,44,34,66,49,57,67,77
충남,서산시,사망자수,1,3,1,6,2,6,3,4,2,7
충남,서산시,부상자수,47,51,65,51,41,87,75,63,108,103
충남,금산군,사고건수,16,32,20,24,24,32,18,25,19,24
충남,금산군,사망자수,0,2,2,3,2,2,0,2,0,5
충남,금산군,부상자수,26,45,33,35,33,43,24,32,32,32
충남,태안군,사고건수,24,36,33,22,35,27,45,42,27,51
충남,태안군,사망자수,3,1,1,3,3,1,0,3,0,7
충남,태안군,부상자수,28,40,51,26,48,31,78,58,55,79
충남,논산시,사고건수,42,44,48,55,48,49,47,66,37,49
충남,논산시,사망자수,2,2,1,4,4,2,3,6,4,4
충남,논산시,부상자수,63,75,78,70,81,77,63,89,56,62
충남,부여군,사고건수,23,44,32,29,18,19,24,30,23,31
충남,부여군,사망자수,3,2,0,2,2,7,1,1,1,6
충남,부여군,부상자수,24,53,46,38,21,16,29,42,44,28
충남,서천군,사고건수,28,55,30,54,65,44,53,47,35,59
충남,서천군,사망자수,1,6,1,4,1,5,3,2,3,2
충남,서천군,부상자수,47,65,50,79,107,64,79,75,51,82
충남,청양군,사고건수,15,28,20,28,10,30,13,35,18,31
충남,청양군,사망자수,1,0,1,1,1,4,0,1,3,4
충남,청양군,부상자수,20,47,34,47,11,32,30,44,33,35
충남,홍성군,사고건수,35,38,29,40,38,44,35,46,31,28
충남,홍성군,사망자수,4,6,7,3,1,5,2,4,7,2
충남,홍성군,부상자수,50,47,37,58,67,57,55,66,52,37
충남,예산군,사고건수,49,36,38,37,30,28,36,68,40,69
충남,예산군,사망자수,2,2,1,0,4,3,0,4,3,5
충남,예산군,부상자수,85,61,73,51,32,35,67,99,52,94
충남,당진시,사고건수,31,23,52,55,43,60,60,51,56,59
충남,당진시,사망자수,1,5,1,1,1,4,1,3,3,6
충남,당진시,부상자수,36,26,83,71,51,79,104,69,90,84
충남,계룡시,사고건수,4,6,3,3,9,5,6,5,5,5
충남,계룡시,사망자수,1,0,0,0,0,0,0,0,0,0
충남,계룡시,부상자수,7,12,3,4,13,6,10,7,11,9
전북,전주시,사고건수,140,90,146,107,146,90,139,107,171,119
전북,전주시,사망자수,4,2,1,10,4,6,5,4,4,4
전북,전주시,부상자수,225,124,230,172,259,121,213,161,252,168
전북,군산시,사고건수,121,92,138,96,111,86,115,95,110,66
전북,군산시,사망자수,5,4,2,6,4,1,2,1,3,2
전북,군산시,부상자수,197,117,226,127,184,118,159,117,160,89
전북,정읍시,사고건수,61,55,41,70,55,72,72,84,64,103
전북,정읍시,사망자수,6,3,4,5,2,6,5,4,1,4
전북,정읍시,부상자수,81,64,56,88,100,114,111,117,93,145
전북,남원시,사고건수,28,44,27,29,34,34,30,35,33,50
전북,남원시,사망자수,1,6,6,4,7,2,2,7,5,10
전북,남원시,부상자수,46,64,45,33,44,40,44,39,43,48
전북,김제시,사고건수,29,37,41,38,45,50,57,57,48,45
전북,김제시,사망자수,1,2,1,5,2,2,5,5,4,5
전북,김제시,부상자수,42,55,66,51,72,77,99,78,76,56
전북,완주군,사고건수,27,23,36,25,32,35,15,16,23,18
전북,완주군,사망자수,1,8,2,2,3,2,1,5,3,2
전북,완주군,부상자수,47,30,63,45,51,49,21,18,44,35
전북,진안군,사고건수,10,19,10,17,12,14,2,11,7,12
전북,진안군,사망자수,0,1,0,1,0,0,0,3,0,1
전북,진안군,부상자수,14,24,21,25,31,23,6,10,9,17
전북,무주군,사고건수,6,10,6,8,8,17,14,20,14,16
전북,무주군,사망자수,1,4,1,2,0,1,1,3,1,5
전북,무주군,부상자수,6,6,9,9,9,27,24,25,25,15
전북,장수군,사고건수,13,9,5,4,4,10,9,8,7,12
전북,장수군,사망자수,1,0,0,0,0,2,0,4,0,0
전북,장수군,부상자수,25,10,8,8,7,10,13,4,11,18
전북,임실군,사고건수,9,8,20,9,18,8,13,8,8,10
전북,임실군,사망자수,1,1,1,2,0,2,2,1,0,1
전북,임실군,부상자수,10,11,27,16,30,10,17,15,14,17
전북,순창군,사고건수,17,22,12,30,17,20,21,26,11,20
전북,순창군,사망자수,1,1,0,5,1,4,2,2,0,1
전북,순창군,부상자수,28,35,20,42,25,25,25,35,16,19
전북,고창군,사고건수,19,35,23,26,28,23,17,17,14,15
전북,고창군,사망자수,1,1,3,5,3,1,1,1,2,6
전북,고창군,부상자수,30,43,36,36,42,29,28,24,21,18
전북,부안군,사고건수,24,39,45,56,42,50,47,62,32,55
전북,부안군,사망자수,2,4,3,4,2,5,3,4,1,1
전북,부안군,부상자수,46,49,77,101,79,82,81,83,49,80
전북,익산시,사고건수,117,77,95,86,109,83,98,80,82,88
전북,익산시,사망자수,6,3,1,3,1,3,5,4,2,6
전북,익산시,부상자수,199,106,139,116,164,106,150,110,124,131
전남,목포시,사고건수,80,51,105,56,91,44,96,85,109,108
전남,목포시,사망자수,1,2,1,2,1,1,3,0,1,2
전남,목포시,부상자수,127,96,186,87,145,74,152,131,180,182
전남,여수시,사고건수,65,47,97,41,98,44,119,65,121,78
전남,여수시,사망자수,5,5,4,2,3,5,6,7,4,1
전남,여수시,부상자수,91,55,149,60,145,48,162,97,171,106
전남,순천시,사고건수,80,64,88,74,87,71,119,83,87,100
전남,순천시,사망자수,3,3,3,3,4,1,4,5,0,5
전남,순천시,부상자수,129,83,147,103,128,101,195,117,131,139
전남,나주시,사고건수,49,59,46,59,60,50,46,55,63,68
전남,나주시,사망자수,3,5,7,1,3,4,3,4,4,7
전남,나주시,부상자수,101,76,71,92,102,93,79,79,123,92
전남,광양시,사고건수,33,30,48,39,37,42,41,31,41,39
전남,광양시,사망자수,0,3,2,1,0,5,2,0,4,1
전남,광양시,부상자수,42,38,61,57,60,60,63,48,56,61
전남,담양군,사고건수,19,28,39,39,20,34,28,33,39,40
전남,담양군,사망자수,2,0,2,3,2,5,0,4,3,2
전남,담양군,부상자수,26,41,68,80,35,58,50,42,64,50
전남,곡성군,사고건수,18,11,16,16,15,16,12,31,20,25
전남,곡성군,사망자수,0,1,0,0,1,4,1,4,0,1
전남,곡성군,부상자수,30,11,29,21,21,21,18,49,30,28
전남,구례군,사고건수,10,17,11,20,11,28,12,24,11,17
전남,구례군,사망자수,0,1,0,2,1,4,0,0,2,2
전남,구례군,부상자수,14,19,21,26,16,36,22,30,12,19
전남,고흥군,사고건수,35,40,30,30,31,44,37,47,31,55
전남,고흥군,사망자수,2,9,3,0,2,1,1,4,2,3
전남,고흥군,부상자수,46,49,52,41,36,56,49,72,35,74
전남,보성군,사고건수,27,34,17,38,28,31,29,37,46,43
전남,보성군,사망자수,0,3,0,4,2,0,1,7,0,3
전남,보성군,부상자수,48,46,36,50,47,39,31,46,75,61
전남,화순군,사고건수,21,26,24,33,22,29,22,28,26,38
전남,화순군,사망자수,1,1,1,5,0,4,3,0,1,1
전남,화순군,부상자수,45,35,40,48,45,42,29,47,49,68
전남,장흥군,사고건수,25,30,30,36,32,31,31,39,38,43
전남,장흥군,사망자수,1,4,1,1,2,4,2,4,1,3
전남,장흥군,부상자수,43,34,44,53,53,48,46,44,60,57
전남,강진군,사고건수,31,30,17,38,25,48,41,43,31,46
전남,강진군,사망자수,1,2,1,2,0,3,2,1,1,2
전남,강진군,부상자수,52,40,24,48,41,70,64,73,57,79
전남,해남군,사고건수,30,41,36,36,36,57,36,52,34,59
전남,해남군,사망자수,4,7,1,5,3,7,3,7,2,7
전남,해남군,부상자수,61,55,63,48,64,90,69,68,60,66
전남,영암군,사고건수,32,43,45,44,40,44,30,51,51,49
전남,영암군,사망자수,5,4,4,2,4,3,1,2,0,11
전남,영암군,부상자수,66,59,82,83,66,69,45,83,96,77
전남,무안군,사고건수,56,30,38,34,39,43,40,39,33,36
전남,무안군,사망자수,1,4,0,1,0,1,5,2,2,1
전남,무안군,부상자수,110,46,65,42,72,78,54,62,45,57
전남,함평군,사고건수,10,23,18,18,18,24,22,32,15,44
전남,함평군,사망자수,0,1,2,1,1,3,1,2,2,1
전남,함평군,부상자수,25,40,49,22,42,45,42,48,25,63
전남,영광군,사고건수,28,34,27,33,32,42,27,41,24,41
전남,영광군,사망자수,4,3,4,6,0,6,1,2,2,1
전남,영광군,부상자수,36,44,42,43,61,71,40,57,31,63
전남,장성군,사고건수,23,20,25,15,16,23,35,33,22,23
전남,장성군,사망자수,0,1,1,0,0,1,3,1,1,2
전남,장성군,부상자수,49,39,37,25,34,37,49,46,33,49
전남,완도군,사고건수,8,10,15,22,19,28,21,18,18,20
전남,완도군,사망자수,0,1,1,1,1,9,1,0,1,4
전남,완도군,부상자수,9,16,18,29,27,29,29,25,24,26
전남,진도군,사고건수,13,11,15,16,9,16,18,18,16,25
전남,진도군,사망자수,1,1,0,3,1,0,1,3,0,2
전남,진도군,부상자수,24,12,22,20,10,23,28,26,30,39
전남,신안군,사고건수,8,9,8,14,10,18,12,15,6,18
전남,신안군,사망자수,2,3,0,2,0,3,0,2,2,3
전남,신안군,부상자수,8,9,9,16,14,25,23,14,6,20
경북,포항시,사고건수,164,99,166,112,225,140,232,133,275,182
경북,포항시,사망자수,2,6,3,5,5,3,3,6,7,9
경북,포항시,부상자수,261,151,225,154,348,191,339,201,383,245
경북,경주시,사고건수,124,113,128,129,125,115,154,132,165,134
경북,경주시,사망자수,3,7,2,6,4,4,1,8,5,6
경북,경주시,부상자수,204,153,181,215,184,160,249,161,228,185
경북,김천시,사고건수,38,44,40,55,48,49,50,65,57,53
경북,김천시,사망자수,2,1,2,7,2,3,0,4,2,4
경북,김천시,부상자수,67,57,62,62,67,58,81,81,82,72
경북,안동시,사고건수,63,76,81,83,86,86,72,87,102,106
경북,안동시,사망자수,1,5,2,9,4,6,3,8,4,6
경북,안동시,부상자수,88,114,106,109,130,120,100,118,159,138
경북,구미시,사고건수,47,60,54,65,72,52,89,61,88,75
경북,구미시,사망자수,1,10,2,3,1,4,1,3,2,2
경북,구미시,부상자수,77,65,76,73,108,69,138,86,120,100
경북,영주시,사고건수,35,49,51,63,61,44,47,60,50,67
경북,영주시,사망자수,0,0,0,0,3,2,1,3,1,2
경북,영주시,부상자수,52,82,70,87,79,71,62,86,82,96
경북,영천시,사고건수,49,51,59,70,47,68,68,56,86,87
경북,영천시,사망자수,1,1,1,3,5,3,2,3,1,2
경북,영천시,부상자수,73,64,88,92,76,88,123,76,132,147
경북,문경시,사고건수,29,41,39,47,44,58,48,59,57,49
경북,문경시,사망자수,1,3,1,2,2,4,2,1,2,2
경북,문경시,부상자수,48,56,50,68,73,87,79,79,94,66
경북,상주시,사고건수,33,54,45,77,55,60,57,69,63,81
경북,상주시,사망자수,1,4,3,1,0,4,8,4,3,6
경북,상주시,부상자수,50,62,56,107,85,80,74,80,84,96
경북,군위군,사고건수,13,16,14,15,11,15,9,13,13,17
경북,군위군,사망자수,0,3,0,0,2,3,1,2,0,1
경북,군위군,부상자수,14,19,18,21,16,13,13,16,20,28
경북,의성군,사고건수,23,38,24,43,24,32,25,36,28,56
경북,의성군,사망자수,1,1,1,1,4,2,3,2,1,4
경북,의성군,부상자수,27,40,41,69,28,45,39,49,37,78
경북,청송군,사고건수,10,19,10,6,8,19,10,15,18,17
경북,청송군,사망자수,2,2,0,1,0,2,1,1,2,5
경북,청송군,부상자수,14,31,15,8,12,26,20,28,19,32
경북,영양군,사고건수,5,10,8,12,11,14,5,10,8,11
경북,영양군,사망자수,0,0,0,1,0,0,0,1,0,0
경북,영양군,부상자수,14,13,19,12,22,19,7,20,8,19
경북,영덕군,사고건수,18,18,32,28,21,32,33,30,26,32
경북,영덕군,사망자수,1,0,1,4,0,2,1,3,1,3
경북,영덕군,부상자수,58,30,56,53,40,55,51,39,35,43
경북,청도군,사고건수,25,29,33,26,12,23,22,30,32,28
경북,청도군,사망자수,2,2,1,2,0,4,2,4,1,3
경북,청도군,부상자수,38,41,68,38,21,26,33,47,53,39
경북,고령군,사고건수,13,26,17,22,20,17,18,26,21,25
경북,고령군,사망자수,0,1,1,1,0,4,1,2,0,3
경북,고령군,부상자수,25,32,28,37,23,15,24,30,29,46
경북,성주군,사고건수,23,28,19,16,22,29,28,34,25,37
경북,성주군,사망자수,1,1,1,4,1,4,2,5,2,1
경북,성주군,부상자수,32,46,26,25,31,39,35,47,36,54
경북,칠곡군,사고건수,33,31,43,26,41,36,46,60,56,46
경북,칠곡군,사망자수,1,1,3,2,0,4,1,2,2,1
경북,칠곡군,부상자수,46,46,76,47,74,67,67,81,92,60
경북,예천군,사고건수,17,23,24,28,17,32,21,22,22,31
경북,예천군,사망자수,1,2,2,2,2,5,1,3,1,4
경북,예천군,부상자수,25,29,26,29,21,35,31,25,28,39
경북,봉화군,사고건수,14,30,22,20,22,22,19,16,18,23
경북,봉화군,사망자수,2,5,0,1,1,1,3,0,0,0
경북,봉화군,부상자수,20,39,41,39,36,29,35,24,32,37
경북,울진군,사고건수,21,11,21,27,21,20,17,16,19,12
경북,울진군,사망자수,1,2,1,3,0,0,2,1,0,0
경북,울진군,부상자수,33,11,29,27,25,25,23,18,24,14
경북,울릉군,사고건수,2,3,2,1,2,4,1,5,2,1
경북,울릉군,사망자수,0,2,0,0,0,1,0,0,0,1
경북,울릉군,부상자수,12,1,4,3,5,3,4,13,7,0
경북,경산시,사고건수,71,58,79,67,58,84,72,69,58,66
경북,경산시,사망자수,1,1,0,4,2,0,2,5,2,6
경북,경산시,부상자수,105,82,108,97,68,107,94,80,82,94
경남,진주시,사고건수,53,48,66,44,51,55,47,53,67,54
경남,진주시,사망자수,1,4,8,3,0,3,4,3,2,3
경남,진주시,부상자수,75,54,83,58,61,72,57,61,89,68
경남,통영시,사고건수,26,24,50,20,60,20,60,19,59,43
경남,통영시,사망자수,1,2,1,1,2,0,0,0,1,1
경남,통영시,부상자수,31,32,82,31,86,25,76,26,72,65
경남,김해시,사고건수,78,59,91,62,93,97,126,88,118,88
경남,김해시,사망자수,3,3,1,2,6,2,2,4,3,2
경남,김해시,부상자수,114,84,149,81,129,139,167,109,186,122
경남,밀양시,사고건수,40,36,28,20,35,30,41,41,28,40
경남,밀양시,사망자수,1,4,1,0,2,0,3,1,1,0
경남,밀양시,부상자수,61,39,38,24,43,41,59,56,33,54
경남,거제시,사고건수,39,16,44,17,40,19,53,19,56,32
경남,거제시,사망자수,1,0,1,0,2,1,1,0,2,0
경남,거제시,부상자수,52,23,65,23,67,27,76,26,70,47
경남,의령군,사고건수,9,21,8,25,16,18,14,15,19,30
경남,의령군,사망자수,0,1,0,4,1,2,1,3,1,2
경남,의령군,부상자수,11,24,16,37,33,20,24,16,24,38
경남,함안군,사고건수,15,18,25,32,21,22,30,21,22,26
경남,함안군,사망자수,2,4,2,2,2,5,4,1,1,6
경남,함안군,부상자수,25,26,47,38,34,21,38,25,31,30
경남,창녕군,사고건수,23,36,29,52,39,43,35,40,43,47
경남,창녕군,사망자수,2,1,2,5,2,1,2,2,0,2
경남,창녕군,부상자수,27,44,48,71,74,57,50,56,62,59
경남,양산시,사고건수,54,24,73,47,57,42,61,43,71,45
경남,양산시,사망자수,0,3,1,1,1,1,1,1,6,0
경남,양산시,부상자수,80,34,116,56,82,70,100,70,95,71
경남,고성군,사고건수,18,7,21,21,24,18,29,24,36,22
경남,고성군,사망자수,1,0,2,7,0,2,0,2,9,2
경남,고성군,부상자수,26,7,26,27,32,21,49,25,69,27
경남,사천시,사고건수,66,43,46,51,55,49,52,64,55,58
경남,사천시,사망자수,5,2,8,5,1,2,1,2,0,1
경남,사천시,부상자수,104,72,62,69,99,71,93,86,82,79
경남,남해군,사고건수,22,30,23,32,15,26,21,21,25,27
경남,남해군,사망자수,3,0,0,2,1,0,1,0,3,0
경남,남해군,부상자수,23,41,40,40,20,29,29,33,33,37
경남,하동군,사고건수,13,18,16,20,14,22,25,32,14,25
경남,하동군,사망자수,2,2,1,3,2,1,2,1,0,3
경남,하동군,부상자수,21,24,23,26,20,26,28,44,16,27
경남,산청군,사고건수,8,19,23,24,21,18,19,24,20,27
경남,산청군,사망자수,0,2,2,3,1,0,1,1,2,0
경남,산청군,부상자수,11,34,37,32,28,31,37,41,30,41
경남,함양군,사고건수,18,18,7,23,23,26,16,29,17,22
경남,함양군,사망자수,1,2,1,0,1,1,0,3,2,2
경남,함양군,부상자수,33,16,7,33,35,34,27,38,24,37
경남,거창군,사고건수,15,27,16,31,32,30,22,41,26,19
경남,거창군,사망자수,0,4,0,2,5,2,1,5,0,2
경남,거창군,부상자수,18,31,19,39,32,37,29,52,27,21
경남,합천군,사고건수,22,24,14,21,10,35,25,38,17,26
경남,합천군,사망자수,1,1,1,2,0,3,1,3,1,0
경남,합천군,부상자수,30,30,25,24,13,43,33,45,28,42
경남,창원시,사고건수,166,81,191,106,202,135,210,108,206,144
경남,창원시,사망자수,8,4,3,7,1,7,12,9,8,7
경남,창원시,부상자수,237,103,274,146,272,187,274,151,274,192
제주,제주시,사고건수,163,114,149,119,151,147,155,162,200,147
제주,제주시,사망자수,3,3,2,4,1,4,4,9,5,4
제주,제주시,부상자수,221,136,240,160,227,204,200,266,287,221
제주,서귀포시,사고건수,75,76,90,102,75,94,92,120,86,99
제주,서귀포시,사망자수,6,4,2,4,1,4,1,1,2,3
제주,서귀포시,부상자수,124,93,135,134,105,136,136,176,139,150
